Time,SP,PV,OP
18/07/24 0:37,1.570565,1.552222,39.25613
18/07/24 0:37,1.567565,1.537661,40.13161
18/07/24 0:37,1.568031,1.52899,40.97419
18/07/24 0:37,1.569191,1.520137,41.91647
18/07/24 0:38,1.569486,1.511821,42.82536
18/07/24 0:38,1.568115,1.507479,43.79509
18/07/24 0:38,1.569143,1.541301,43.26465
18/07/24 0:38,1.572253,1.551701,43.16386
18/07/24 0:38,1.575732,1.553573,43.52787
18/07/24 0:39,1.576668,1.549201,44.07571
18/07/24 0:39,1.580754,1.543035,44.8913
18/07/24 0:39,1.585913,1.555286,45.08119
18/07/24 0:39,1.587723,1.573768,44.69378
18/07/24 0:39,1.587351,1.585357,44.28112
18/07/24 0:40,1.587404,1.590855,44.06536
18/07/24 0:40,1.585686,1.592067,43.93606
18/07/24 0:40,1.588413,1.590629,43.99196
18/07/24 0:40,1.585904,1.590028,43.92368
18/07/24 0:40,1.582098,1.591238,43.65971
18/07/24 0:40,1.58105,1.592725,43.41182
18/07/24 0:41,1.57664,1.591589,43.09727
18/07/24 0:41,1.574661,1.58557,43.07977
18/07/24 0:41,1.577166,1.583464,43.09497
18/07/24 0:41,1.578113,1.582232,43.11953
18/07/24 0:41,1.575474,1.578584,43.16644
18/07/24 0:42,1.579624,1.573014,43.53525
18/07/24 0:42,1.582232,1.564749,44.10896
18/07/24 0:42,1.583078,1.555485,44.81772
18/07/24 0:42,1.581732,1.545028,45.65343
18/07/24 0:42,1.580549,1.539492,46.30303
18/07/24 0:43,1.583992,1.550899,46.44965
18/07/24 0:43,1.586931,1.562346,46.38494
18/07/24 0:43,1.588969,1.566525,46.65247
18/07/24 0:43,1.592506,1.564236,47.16373
18/07/24 0:43,1.59302,1.567709,47.45843
18/07/24 0:44,1.594157,1.584997,47.0502
18/07/24 0:44,1.593379,1.594712,46.649
18/07/24 0:44,1.593544,1.594837,46.62921
18/07/24 0:44,1.595752,1.590771,46.895
18/07/24 0:44,1.60269,1.587635,47.41973
18/07/24 0:45,1.60374,1.5853,47.82671
18/07/24 0:45,1.605163,1.584868,48.11175
18/07/24 0:45,1.59852,1.603419,47.34464
18/07/24 0:45,1.598827,1.618907,46.57039
18/07/24 0:45,1.597403,1.631441,45.72256
18/07/24 0:46,1.591609,1.642699,44.50676
18/07/24 0:46,1.587777,1.651872,43.13602
18/07/24 0:46,1.584551,1.656767,41.88235
18/07/24 0:46,1.578812,1.630749,41.89595
18/07/24 0:46,1.576389,1.595485,42.80146
18/07/24 0:47,1.573209,1.572579,43.49789
18/07/24 0:47,1.569741,1.562442,43.82919
18/07/24 0:47,1.562067,1.557428,43.85071
18/07/24 0:47,1.558451,1.554942,43.83716
18/07/24 0:47,1.555703,1.552688,43.855
18/07/24 0:48,1.553934,1.550629,43.88611
18/07/24 0:48,1.552779,1.549193,43.94394
18/07/24 0:48,1.551992,1.548412,44.0331
18/07/24 0:48,1.556064,1.548986,44.19062
18/07/24 0:48,1.555704,1.551778,44.1487
18/07/24 0:49,1.556165,1.55815,43.93781
