Time,SP,PV,OP
18/07/24 0:37,1.566723,1.557243,41.44909
18/07/24 0:37,1.564443,1.552366,41.71704
18/07/24 0:37,1.564567,1.550039,42.01794
18/07/24 0:37,1.564259,1.549778,42.24436
18/07/24 0:37,1.563443,1.561214,42.11238
18/07/24 0:38,1.562268,1.570099,41.72479
18/07/24 0:38,1.562124,1.580108,41.13836
18/07/24 0:38,1.56117,1.58949,40.44944
18/07/24 0:38,1.560499,1.600228,39.54405
18/07/24 0:38,1.559081,1.610018,38.47137
18/07/24 0:39,1.557548,1.578347,38.7501
18/07/24 0:39,1.556308,1.55231,39.47433
18/07/24 0:39,1.555489,1.537217,40.15065
18/07/24 0:39,1.554135,1.52981,40.68116
18/07/24 0:39,1.553046,1.52816,41.09522
18/07/24 0:40,1.550804,1.532105,41.4645
18/07/24 0:40,1.549919,1.535177,41.5879
18/07/24 0:40,1.549255,1.537775,41.68004
18/07/24 0:40,1.549168,1.540202,41.75145
18/07/24 0:41,1.547758,1.542894,41.77369
18/07/24 0:41,1.547132,1.548354,41.58944
18/07/24 0:41,1.546421,1.554768,41.29232
18/07/24 0:41,1.544785,1.564913,40.69018
18/07/24 0:41,1.54369,1.576722,39.8035
18/07/24 0:42,1.540088,1.591171,38.07877
18/07/24 0:42,1.538682,1.595996,37.02659
18/07/24 0:42,1.537114,1.573701,36.9747
18/07/24 0:42,1.534381,1.54306,37.58807
18/07/24 0:42,1.532045,1.523549,38.20243
18/07/24 0:43,1.53002,1.513617,38.69286
18/07/24 0:43,1.527175,1.507662,39.14312
18/07/24 0:43,1.524803,1.504166,39.48566
18/07/24 0:43,1.52262,1.5013,39.84703
18/07/24 0:43,1.521009,1.498248,40.24294
18/07/24 0:44,1.518061,1.492572,41.00366
18/07/24 0:44,1.516566,1.488701,41.49658
18/07/24 0:44,1.514774,1.492074,41.7361
18/07/24 0:44,1.513208,1.51562,41.05174
18/07/24 0:44,1.511514,1.53594,40.08063
18/07/24 0:45,1.510306,1.546503,39.20255
18/07/24 0:45,1.509256,1.550201,38.39847
18/07/24 0:45,1.508137,1.541277,38.08307
18/07/24 0:45,1.50727,1.525726,38.17857
18/07/24 0:45,1.50565,1.509629,38.50178
18/07/24 0:46,1.503901,1.494162,39.03574
18/07/24 0:46,1.502803,1.481095,39.74457
18/07/24 0:46,1.50211,1.472421,40.4136
18/07/24 0:46,1.501359,1.463906,41.19772
18/07/24 0:46,1.50148,1.454431,42.1636
18/07/24 0:47,1.501365,1.459598,42.83945
18/07/24 0:47,1.501709,1.483898,42.57582
18/07/24 0:47,1.50143,1.492555,42.4789
18/07/24 0:47,1.501888,1.493851,42.56498
18/07/24 0:47,1.502065,1.490021,42.84675
18/07/24 0:48,1.502028,1.484446,43.27923
18/07/24 0:48,1.502788,1.479928,43.80782
18/07/24 0:48,1.503063,1.481503,44.08246
18/07/24 0:48,1.503794,1.491193,44.06032
18/07/24 0:48,1.504844,1.496424,44.06127
18/07/24 0:49,1.506242,1.495532,44.35368
18/07/24 0:49,1.50605,1.495494,44.57626
18/07/24 0:49,1.506818,1.499874,44.58561
18/07/24 0:49,1.508037,1.499216,44.75105
18/07/24 0:49,1.509482,1.493621,45.19001
18/07/24 0:50,1.511046,1.491358,45.6288
18/07/24 0:50,1.512494,1.502272,45.58679
18/07/24 0:50,1.514282,1.510707,45.46181
18/07/24 0:50,1.516403,1.515735,45.39835
18/07/24 0:50,1.518204,1.519718,45.30832
18/07/24 0:51,1.520125,1.52321,45.21146
18/07/24 0:51,1.521816,1.524081,45.20634
18/07/24 0:51,1.523905,1.524228,45.23011
18/07/24 0:51,1.525096,1.522677,45.34633
18/07/24 0:51,1.526073,1.518473,45.60544
18/07/24 0:52,1.527676,1.511761,46.21004
18/07/24 0:52,1.529679,1.514708,46.40517
18/07/24 0:52,1.530517,1.524721,46.25897
18/07/24 0:52,1.531637,1.531795,46.09492
18/07/24 0:52,1.532558,1.534634,46.00539
18/07/24 0:53,1.534272,1.533203,46.09442
18/07/24 0:53,1.535334,1.531962,46.20453
18/07/24 0:53,1.536637,1.531079,46.33583
18/07/24 0:53,1.538107,1.530313,46.55405
18/07/24 0:54,1.540144,1.530659,46.82123
18/07/24 0:54,1.541013,1.536753,46.75411
