Time,PV,OP,SP,ts
0,0.723057151,85.22940063,0,5.0
5,0.683647513,85.58957672,0,5.0
10,0.619905651,85.56871796,0,5.0
15,0.556163788,85.54785156,0,5.0
20,0.492421925,85.52698517,0,5.0
25,0.428680062,85.5061264,0,5.0
30,0.34471035,85.07836914,0,5.0
35,0.255683661,84.54888916,0,5.0
40,0.166656971,84.01940918,0,5.0
45,0.077630281,83.4899292,0,5.0
50,-0.011396408,82.96044922,0,5.0
55,-0.100423098,82.43096924,0,5.0
60,-0.181434631,81.82756805,0,5.0
65,-0.250423431,81.11328125,0,5.0
70,-0.319412231,80.39899445,0,5.0
75,-0.357727349,79.87980652,0,5.0
80,-0.375593334,79.49068451,0,5.0
85,-0.39345932,79.1015625,0,5.0
90,-0.411325306,78.71244049,0,5.0
95,-0.429191291,78.32331848,0,5.0
100,-0.460820973,77.72229767,0,5.0
105,-0.513096213,76.80344391,0,5.0
110,-0.565371454,75.88459015,0,5.0
115,-0.617646635,74.96572876,0,5.0
120,-0.669921875,74.046875,0,5.0
125,-0.777550817,72.54157257,0,5.0
130,-0.794189453,71.75068665,0,5.0
135,-0.750167847,71.43606567,0,5.0
140,-0.70614624,71.12145233,0,5.0
145,-0.662124634,70.80683899,0,5.0
150,-0.618103027,70.49221802,0,5.0
155,-0.574081421,70.17760468,0,5.0
160,-0.538137138,69.86299133,0,5.0
165,-0.534502327,69.54837036,0,5.0
170,-0.530867457,69.23375702,0,5.0
175,-0.527232587,68.91914368,0,5.0
180,-0.523597717,68.60452271,0,5.0
185,-0.519962847,68.28990936,0,5.0
190,-0.446579814,68.60823822,0,5.0
195,-0.326697975,69.348526,0,5.0
200,-0.206816152,70.08881378,0,5.0
205,-0.086934328,70.82910156,0,5.0
210,0.032947499,71.56938934,0,5.0
215,0.137409106,72.30967712,0,5.0
220,0.238015667,73.0499649,0,5.0
225,0.338622212,73.93283081,0,5.0
230,0.439228773,75.02954865,0,5.0
235,0.539835334,76.12627411,0,5.0
240,0.640441895,77.22299957,0,5.0
245,0.713480651,78.31971741,0,5.0
250,0.779159546,79.41644287,0,5.0
255,0.81539917,80.51316071,0,5.0
260,0.851638794,81.60988617,0,5.0
265,0.887878418,82.706604,0,5.0
270,0.904566407,83.63296509,0,5.0
275,0.843047738,83.87789154,0,5.0
280,0.781529129,84.12281036,0,5.0
285,0.720010519,84.36773682,0,5.0
290,0.65849191,84.61265564,0,5.0
295,0.59697324,84.78794861,0,5.0
300,0.535454631,84.68470764,0,5.0
305,0.473935992,84.5814743,0,5.0
310,0.412417382,84.47823334,0,5.0
315,0.350898743,84.375,0,5.0
320,0.26671648,83.79179382,0,5.0
325,0.182534188,83.20858002,0,5.0
330,0.098351911,82.62537384,0,5.0
335,0.014169635,82.04216766,0,5.0
340,-0.070012644,81.45895386,0,5.0
345,-0.154194921,80.87574768,0,5.0
350,-0.22320357,80.2925415,0,5.0
355,-0.269451797,79.7093277,0,5.0
360,-0.315700024,79.12612152,0,5.0
365,-0.361948252,78.54290771,0,5.0
370,-0.408196479,77.95970154,0,5.0
375,-0.454444706,77.37649536,0,5.0
380,-0.500692964,76.79328156,0,5.0
385,-0.546941161,76.01593018,0,5.0
390,-0.593189418,74.94736481,0,5.0
395,-0.647634506,73.87880707,0,5.0
400,-0.734867096,72.8102417,0,5.0
405,-0.764603555,72.02470398,0,5.0
410,-0.756009281,71.42784882,0,5.0
415,-0.747415006,70.83099365,0,5.0
420,-0.731610358,70.33978271,0,5.0
425,-0.686964512,70.27111053,0,5.0
430,-0.642318606,70.20244598,0,5.0
435,-0.597672701,70.1337738,0,5.0
440,-0.553026855,70.06510162,0,5.0
445,-0.508380949,69.99643707,0,5.0
450,-0.463735074,69.92776489,0,5.0
455,-0.419089168,69.85909271,0,5.0
460,-0.374443293,69.79042816,0,5.0
465,-0.329797417,69.72175598,0,5.0
470,-0.285151541,69.65309143,0,5.0
475,-0.240505636,69.58441925,0,5.0
480,-0.19585976,69.51574707,0,5.0
485,-0.115796179,70.04794312,0,5.0
490,-0.012120796,70.98070526,0,5.0
495,0.091554582,71.91346741,0,5.0
500,0.195229962,72.84623718,0,5.0
505,0.298905343,73.77899933,0,5.0
510,0.402580738,74.7117691,0,5.0
515,0.506256104,75.64453125,0,5.0
520,0.634604335,76.86250305,0,5.0
525,0.722689331,78.08046722,0,5.0
530,0.783932149,79.29843903,0,5.0
535,0.845175028,80.5164032,0,5.0
540,0.906417847,81.734375,0,5.0
545,0.892928123,82.36486816,0,5.0
550,0.8794384,82.99536133,0,5.0
555,0.865948677,83.62585449,0,5.0
560,0.816905141,83.93554688,0,5.0
565,0.758973122,84.16503906,0,5.0
570,0.701041102,84.39453125,0,5.0
575,0.643109083,84.62402344,0,5.0
580,0.585177064,84.85351563,0,5.0
585,0.527245045,84.89181519,0,5.0
590,0.469313025,84.80265045,0,5.0
595,0.411381006,84.71348572,0,5.0
600,0.353448987,84.62432098,0,5.0
605,0.295516968,84.53515625,0,5.0
610,0.206656232,83.90289307,0,5.0
615,0.117795482,83.27062988,0,5.0
620,0.028934741,82.63837433,0,5.0
625,-0.059925999,82.00611115,0,5.0
630,-0.148786739,81.37384796,0,5.0
635,-0.227847859,80.74158478,0,5.0
640,-0.267710507,80.10932159,0,5.0
645,-0.30757314,79.47706604,0,5.0
650,-0.347435772,78.84480286,0,5.0
655,-0.387298405,78.21253967,0,5.0
660,-0.427161038,77.58027649,0,5.0
665,-0.467023671,76.94801331,0,5.0
670,-0.506886303,76.31575775,0,5.0
675,-0.546748936,75.68349457,0,5.0
680,-0.586611569,75.05123138,0,5.0
685,-0.626474202,74.29616547,0,5.0
690,-0.666336834,73.35688782,0,5.0
695,-0.693059802,72.53639984,0,5.0
700,-0.667224109,72.19107056,0,5.0
705,-0.641388476,71.84573364,0,5.0
710,-0.615552783,71.50040436,0,5.0
715,-0.58971709,71.15507507,0,5.0
720,-0.563881457,70.80973816,0,5.0
725,-0.542030871,70.46440887,0,5.0
730,-0.536120832,70.11907196,0,5.0
735,-0.530210793,69.77374268,0,5.0
740,-0.524300694,69.42840576,0,5.0
745,-0.518390656,69.08307648,0,5.0
750,-0.512480617,68.73773956,0,5.0
755,-0.447112083,68.99452972,0,5.0
760,-0.342104584,69.65273285,0,5.0
765,-0.237097099,70.31093597,0,5.0
770,-0.132089615,70.9691391,0,5.0
775,-0.027082125,71.62734222,0,5.0
780,0.074349917,72.28554535,0,5.0
785,0.161480173,72.94374847,0,5.0
790,0.248610422,73.6019516,0,5.0
795,0.360449225,74.67382813,0,5.0
800,0.488760382,76.02148438,0,5.0
805,0.617071509,77.36914063,0,5.0
810,0.686599731,78.48577118,0,5.0
815,0.71693927,79.44837952,0,5.0
820,0.754435241,80.41099548,0,5.0
825,0.820556641,81.37360382,0,5.0
830,0.853328943,82.18830109,0,5.0
835,0.836077511,82.78113556,0,5.0
840,0.818826139,83.3739624,0,5.0
845,0.801574707,83.96679688,0,5.0
850,0.758773804,84.20471954,0,5.0
855,0.7159729,84.44264984,0,5.0
860,0.673171997,84.68057251,0,5.0
865,0.630371094,84.91850281,0,5.0
870,0.58757019,85.15642548,0,5.0
875,0.544769287,85.39435577,0,5.0
880,0.484502614,85.35907745,0,5.0
885,0.398037314,84.91400146,0,5.0
890,0.311571985,84.46892548,0,5.0
895,0.225106671,84.02384949,0,5.0
900,0.138641357,83.5787735,0,5.0
905,0.052176043,83.13369751,0,5.0
910,-0.034289274,82.68862152,0,5.0
915,-0.098556072,82.13264465,0,5.0
920,-0.157273233,81.54894257,0,5.0
925,-0.215990409,80.96523285,0,5.0
930,-0.267450124,80.38153076,0,5.0
935,-0.308023661,79.79782104,0,5.0
940,-0.348597199,79.21411896,0,5.0
945,-0.389170766,78.63040924,0,5.0
950,-0.441003889,77.8248291,0,5.0
955,-0.495651901,76.96378326,0,5.0
960,-0.550299942,76.10273743,0,5.0
965,-0.604947984,75.24168396,0,5.0
970,-0.655662537,74.38063812,0,5.0
975,-0.690643311,73.51958466,0,5.0
980,-0.725624084,72.65853882,0,5.0
985,-0.720343471,72.10240173,0,5.0
990,-0.70499748,71.62248993,0,5.0
995,-0.689651489,71.14257813,0,5.0
1000,-0.674305499,70.66266632,0,5.0
1005,-0.651594579,70.33975983,0,5.0
1010,-0.623973668,70.121521,0,5.0
1015,-0.596352756,69.90327454,0,5.0
1020,-0.568731904,69.68503571,0,5.0
1025,-0.541110992,69.46679688,0,5.0
1030,-0.513490081,69.24855804,0,5.0
1035,-0.485869199,69.03031921,0,5.0
1040,-0.458248317,68.81207275,0,5.0
1045,-0.430627406,68.59383392,0,5.0
1050,-0.374034882,68.66908264,0,5.0
1055,-0.273984909,69.18457031,0,5.0
1060,-0.173934937,69.70005798,0,5.0
1065,-0.033558846,70.52113342,0,5.0
1070,0.133701324,71.54593658,0,5.0
1075,0.217569232,72.57073975,0,5.0
1080,0.30143714,73.59555054,0,5.0
1085,0.385305047,74.6203537,0,5.0
1090,0.469172955,75.64515686,0,5.0
1095,0.553040862,76.66996002,0,5.0
1100,0.63690877,77.69476318,0,5.0
1105,0.704742432,78.71957397,0,5.0
1110,0.761886597,79.74437714,0,5.0
1115,0.795473516,80.53204346,0,5.0
1120,0.813355684,81.16162109,0,5.0
1125,0.831237793,81.79119873,0,5.0
1130,0.810835183,82.42077637,0,5.0
1135,0.790432572,83.050354,0,5.0
1140,0.770029962,83.67993164,0,5.0
1145,0.740832448,84.19742584,0,5.0
1150,0.676455259,84.26660156,0,5.0
1155,0.612078011,84.33577728,0,5.0
1160,0.547700822,84.40494537,0,5.0
1165,0.483323634,84.47412109,0,5.0
1170,0.418946415,84.36923218,0,5.0
1175,0.354569227,84.00325775,0,5.0
1180,0.290192008,83.6372757,0,5.0
1185,0.225814819,83.27130127,0,5.0
1190,0.161437616,82.90531921,0,5.0
1195,0.097060412,82.53934479,0,5.0
1200,0.032683209,82.17336273,0,5.0
1205,-0.031693995,81.80738831,0,5.0
1210,-0.096071199,81.44140625,0,5.0
1215,-0.160448402,80.8842392,0,5.0
1220,-0.224825606,80.32707214,0,5.0
1225,-0.289202809,79.76989746,0,5.0
1230,-0.321124136,79.21273041,0,5.0
1235,-0.344931453,78.65556335,0,5.0
1240,-0.3687388,78.0983963,0,5.0
1245,-0.392546147,77.54122925,0,5.0
1250,-0.445090562,76.81761932,0,5.0
1255,-0.516793013,75.98305511,0,5.0
1260,-0.572762132,75.14849091,0,5.0
1265,-0.605131269,74.3139267,0,5.0
1270,-0.637500465,73.47936249,0,5.0
1275,-0.669869661,72.64479828,0,5.0
1280,-0.702238798,71.81022644,0,5.0
1285,-0.722156525,71.0925293,0,5.0
1290,-0.692268372,70.84228516,0,5.0
1295,-0.662380219,70.59204102,0,5.0
1300,-0.632492065,70.34179688,0,5.0
1305,-0.602603912,70.09155273,0,5.0
1310,-0.572715759,69.84130859,0,5.0
1315,-0.542827606,69.59106445,0,5.0
1320,-0.512939453,69.34082031,0,5.0
1325,-0.476829708,69.16847992,0,5.0
1330,-0.415833503,69.30774689,0,5.0
1335,-0.354837328,69.44701385,0,5.0
1340,-0.293841153,69.58628082,0,5.0
1345,-0.232844979,69.72554016,0,5.0
1350,-0.144729346,70.27367401,0,5.0
1355,-0.038534075,71.09437561,0,5.0
1360,0.067661196,71.91507721,0,5.0
1365,0.173856467,72.73577881,0,5.0
1370,0.280051738,73.55648804,0,5.0
1375,0.386247009,74.61753082,0,5.0
1380,0.49244228,75.83880615,0,5.0
1385,0.598637521,77.06008911,0,5.0
1390,0.68897438,78.2013855,0,5.0
1395,0.715877533,79.02275085,0,5.0
1400,0.742780685,79.84411621,0,5.0
1405,0.769683838,80.6654892,0,5.0
1410,0.79658699,81.48685455,0,5.0
1415,0.816461444,82.30822754,0,5.0
1420,0.82579273,83.1295929,0,5.0
1425,0.835124075,83.95095825,0,5.0
1430,0.79788363,84.31485748,0,5.0
1435,0.749000311,84.56438446,0,5.0
1440,0.700116932,84.81391144,0,5.0
1445,0.651233554,85.06344604,0,5.0
1450,0.602350175,85.31297302,0,5.0
1455,0.553466797,85.5625,0,5.0
1460,0.479785442,85.37322998,0,5.0
1465,0.406104058,85.18396759,0,5.0
1470,0.332422704,84.99469757,0,5.0
1475,0.258741319,84.80543518,0,5.0
1480,0.185059965,84.361763,0,5.0
1485,0.111378595,83.85449219,0,5.0
1490,0.03769723,83.34722137,0,5.0
1495,-0.041641872,82.79193878,0,5.0
1500,-0.143611908,82.04460144,0,5.0
1505,-0.24558194,81.2972641,0,5.0
1510,-0.301298648,80.54992676,0,5.0
1515,-0.34545204,79.80258942,0,5.0
1520,-0.389605433,79.05525208,0,5.0
1525,-0.433758825,78.30792236,0,5.0
1530,-0.477912217,77.56058502,0,5.0
1535,-0.52206558,76.81324768,0,5.0
1540,-0.566218972,76.06591034,0,5.0
1545,-0.610372365,75.318573,0,5.0
1550,-0.654525757,74.55257416,0,5.0
1555,-0.698679149,73.71191406,0,5.0
1560,-0.742832541,72.87125397,0,5.0
1565,-0.734522641,72.32741547,0,5.0
1570,-0.713096976,71.85778046,0,5.0
1575,-0.691671312,71.38813782,0,5.0
1580,-0.670245588,70.91850281,0,5.0
1585,-0.648819923,70.5410614,0,5.0
1590,-0.627394199,70.30191803,0,5.0
