Time,PV,OP,SP,ts
0,26.6302,16.6565,28.9743,12.0
10,26.551,17.1125,29.0851,12.0
21,26.6421,17.4952,29.178,12.0
32,26.534,17.988,29.2816,12.0
45,26.2774,18.6499,29.4344,12.0
57,26.5669,19.1592,29.6018,12.0
68,26.5579,19.6335,29.7127,12.0
79,26.6674,20.1188,29.8192,12.0
90,27.2116,20.3958,29.9243,12.0
100,27.9554,20.4878,30.0521,12.0
111,28.3988,20.6474,30.1703,12.0
122,28.2689,21.0379,30.2883,12.0
134,28.9532,21.0763,30.406,12.0
145,29.2178,21.2527,30.5328,12.0
156,29.4076,21.3955,30.6396,12.0
169,29.5243,21.6139,30.7776,12.0
183,29.6787,21.8809,30.8954,12.0
194,29.3328,22.3014,31.0389,12.0
206,29.5587,22.5052,31.1149,12.0
217,30.382,22.3525,31.1949,12.0
229,31.251,22.1104,31.2916,12.0
241,31.5525,21.9964,31.3825,12.0
252,31.664,21.946,31.4516,12.0
263,31.5916,21.986,31.5252,12.0
274,31.6596,21.9609,31.5689,12.0
286,31.4426,22.0858,31.5887,12.0
301,31.9426,21.8624,31.6443,12.0
312,31.7529,21.9183,31.6479,12.0
324,32.1013,21.7253,31.6517,12.0
335,31.4465,21.9603,31.6439,12.0
349,31.9289,21.7732,31.6605,12.0
363,32.2031,21.5796,31.6458,12.0
374,31.6897,21.7065,31.6089,12.0
385,31.6294,21.7389,31.5717,12.0
396,31.8852,21.5986,31.56,12.0
407,31.9499,21.4719,31.4972,12.0
422,31.6278,21.5012,31.4147,12.0
432,31.7191,21.4108,31.3941,12.0
443,31.5637,21.426,31.3604,12.0
455,31.5921,21.3391,31.3194,12.0
466,31.6633,21.2233,31.2475,12.0
482,31.7118,21.0944,31.1794,12.0
493,31.571,21.0424,31.0895,12.0
504,31.9254,20.7397,31.0027,12.0
515,31.4919,20.7954,30.9324,12.0
529,31.9795,20.3624,30.8175,12.0
541,32.0574,20.1172,30.7576,12.0
552,31.5199,20.1327,30.6664,12.0
563,31.4531,20.0068,30.5785,12.0
578,32.0137,19.4563,30.4366,12.0
590,32.3188,18.9933,30.3065,12.0
605,32.2523,18.515,30.1468,12.0
616,32.2433,18.1355,30.0378,12.0
627,31.7126,18.0233,29.9339,12.0
638,32.3062,17.384,29.8168,12.0
649,31.7316,17.2114,29.6746,12.0
661,32.0727,16.6243,29.5188,12.0
672,31.76,16.3409,29.3996,12.0
683,32.1869,15.7154,29.3058,12.0
694,31.5807,15.468,29.117,12.0
707,31.3074,15.1374,28.9632,12.0
722,30.2568,15.0375,28.765,12.0
735,30.134,14.7635,28.602,12.0
746,30.0078,14.53,28.4646,12.0
757,30.1299,14.182,28.3259,12.0
769,29.8416,13.9285,28.1403,12.0
781,29.6979,13.6503,28.0095,12.0
792,29.3421,13.4936,27.8831,12.0
803,28.7581,13.5043,27.7478,12.0
814,28.7605,13.3055,27.624,12.0
826,28.2431,13.2963,27.5056,12.0
839,27.9133,13.2737,27.3583,12.0
850,27.7673,13.2051,27.257,12.0
861,27.8618,13.02,27.1389,12.0
872,27.7387,12.9093,27.0213,12.0
885,27.7348,12.7464,26.8947,12.0
899,27.1287,12.8141,26.7822,12.0
910,26.9411,12.8182,26.6855,12.0
920,26.8462,12.7749,26.5808,12.0
931,26.6438,12.8009,26.5091,12.0
942,26.4939,12.8031,26.4177,12.0
954,26.2177,12.9042,26.3546,12.0
965,26.2394,12.8684,26.2812,12.0
976,25.9886,12.9746,26.2174,12.0
