Time,SP,PV,OP
18/07/24 0:54,6.625000477,6.64800024,26.02999878
18/07/24 0:54,6.625000477,6.64800024,26.02999878
18/07/24 0:54,6.625000477,6.64800024,26.02999878
18/07/24 0:54,6.624000549,6.64800024,26.01999855
18/07/24 0:54,6.618000507,6.640000343,26.02999878
18/07/24 0:54,6.618000507,6.640000343,26.02999878
18/07/24 0:54,6.611000538,6.64400053,25.98999977
18/07/24 0:54,6.611000538,6.64400053,25.98999977
18/07/24 0:54,6.604000092,6.647000313,25.95999908
18/07/24 0:54,6.623000145,6.6510005,26.00999832
18/07/24 0:54,6.632000446,6.647000313,26.04999924
18/07/24 0:54,6.610000134,6.638000488,26.00999832
18/07/24 0:54,6.610000134,6.645000458,25.97999954
18/07/24 0:54,6.607000351,6.650000095,25.95999908
18/07/24 0:54,6.617000103,6.653000355,25.97999954
18/07/24 0:54,6.612000465,6.649000168,25.96999931
18/07/24 0:54,6.613000393,6.646000385,25.98999977
18/07/24 0:55,6.619000435,6.6510005,25.98999977
18/07/24 0:55,6.59400034,6.650000095,25.90999985
18/07/24 0:55,6.617000103,6.646000385,26.0
18/07/24 0:55,6.622000217,6.650000095,26.0
18/07/24 0:55,6.605000496,6.6510005,25.93999863
18/07/24 0:55,6.596000195,6.6510005,25.90999985
18/07/24 0:55,6.61400032,6.652000427,25.95999908
18/07/24 0:55,6.603000164,6.64800024,25.93999863
18/07/24 0:55,6.631000519,6.64800024,26.02999878
18/07/24 0:55,6.61400032,6.646000385,25.97999954
18/07/24 0:55,6.605000496,6.641000271,25.95999908
18/07/24 0:55,6.631000519,6.639000416,26.05999947
18/07/24 0:55,6.638000488,6.640000343,26.07999992
18/07/24 0:55,6.632000446,6.640000343,26.05999947
18/07/24 0:55,6.632000446,6.640000343,26.05999947
18/07/24 0:55,6.631000519,6.634000301,26.06999969
18/07/24 0:55,6.631000519,6.634000301,26.06999969
18/07/24 0:55,6.628000259,6.635000229,26.05999947
18/07/24 0:55,6.635000229,6.637000084,26.07999992
18/07/24 0:55,6.627000332,6.641000271,26.03999901
18/07/24 0:55,6.616000175,6.630000114,26.03999901
18/07/24 0:55,6.637000084,6.637000084,26.07999992
18/07/24 0:55,6.642000198,6.635000229,26.1099987
18/07/24 0:55,6.656000137,6.632000446,26.17000008
18/07/24 0:55,6.630000114,6.642000198,26.04999924
18/07/24 0:55,6.630000114,6.642000198,26.04999924
18/07/24 0:55,6.626000404,6.64400053,26.02999878
18/07/24 0:55,6.625000477,6.645000458,26.01999855
18/07/24 0:55,6.650000095,6.636000156,26.12999916
18/07/24 0:55,6.656000137,6.64400053,26.11999893
18/07/24 0:55,6.650000095,6.649000168,26.08999825
18/07/24 0:55,6.641000271,6.642000198,26.07999992
18/07/24 0:55,6.654000282,6.634000301,26.14999962
