Timestamp,Time,SP,PV,OP,ts
18/07/24 0:26,5,0,-0.177391052,82.5335083,5
18/07/24 0:26,10,0,-0.327275336,81.97943878,5
18/07/24 0:26,15,0,-0.416583419,81.24023438,5
18/07/24 0:26,20,0,-0.505891502,80.37760162,5
18/07/24 0:26,25,0,-0.595199585,79.5149765,5
18/07/24 0:26,30,0,-0.732584655,78.65234375,5
18/07/24 0:26,35,0,-0.746360779,77.789711,5
18/07/24 0:27,40,0,-0.776153564,76.84179688,5
18/07/24 0:27,45,0,-0.80594635,75.55273438,5
18/07/24 0:27,50,0,-0.85130614,76.11132813,5
18/07/24 0:27,55,0,-0.781799316,73.58984375,5
18/07/24 0:27,60,0,-0.66501534,75.68228912,5
18/07/24 0:27,65,0,-0.586975098,75.6953125,5
18/07/24 0:27,70,0,-0.472885132,75.99609375,5
18/07/24 0:27,75,0,-0.375481933,76.2539444,5
18/07/24 0:27,80,0,-0.278078705,76.51180267,5
18/07/24 0:27,85,0,-0.180675507,76.76965332,5
18/07/24 0:27,90,0,-0.1150328,77.0275116,5
18/07/24 0:27,95,0,-0.0493901,77.28536224,5
18/07/24 0:28,100,0,0.016252605,77.54322052,5
18/07/24 0:28,105,0,0.081895307,77.80107117,5
18/07/24 0:28,110,0,0.123678148,78.05892944,5
18/07/24 0:28,115,0,0.149554417,78.31678009,5
18/07/24 0:28,120,0,0.175430685,78.57463074,5
18/07/24 0:28,125,0,0.201306954,78.83248901,5
18/07/24 0:28,130,0,0.227183223,79.09033966,5
18/07/24 0:28,135,0,0.253059506,79.34819794,5
18/07/24 0:28,140,0,0.27893576,79.60604858,5
18/07/24 0:28,145,0,0.290529013,79.86390686,5
18/07/24 0:28,150,0,0.29855147,80.12175751,5
18/07/24 0:28,155,0,0.306573957,80.37961578,5
18/07/24 0:29,160,0,0.314596415,80.63746643,5
18/07/24 0:29,165,0,0.315657079,80.84526062,5
18/07/24 0:29,170,0,0.288870394,80.85282898,5
18/07/24 0:29,175,0,0.262083739,80.86039734,5
18/07/24 0:29,180,0,0.235297069,80.8679657,5
18/07/24 0:29,185,0,0.208510399,80.87553406,5
18/07/24 0:29,190,0,0.181723729,80.88310242,5
18/07/24 0:29,195,0,0.110848427,80.89067078,5
18/07/24 0:29,200,0,0.010580699,80.89823914,5
18/07/24 0:29,205,0,-0.070625737,80.84842682,5
18/07/24 0:29,210,0,-0.075587012,80.56906891,5
18/07/24 0:29,215,0,-0.080548286,80.289711,5
18/07/24 0:30,220,0,-0.085509561,80.01036072,5
18/07/24 0:30,225,0,-0.090470836,79.73100281,5
18/07/24 0:30,230,0,-0.143754572,79.4516449,5
18/07/24 0:30,235,0,-0.209118932,79.17228699,5
18/07/24 0:30,240,0,-0.274483293,78.70372772,5
18/07/24 0:30,245,0,-0.339847654,78.10903931,5
18/07/24 0:30,250,0,-0.387167364,77.51434326,5
18/07/24 0:30,255,0,-0.429975897,76.91965485,5
18/07/24 0:30,260,0,-0.47278443,76.3249588,5
18/07/24 0:30,265,0,-0.515592933,75.73027039,5
18/07/24 0:30,270,0,-0.580272138,75.59603119,5
18/07/24 0:30,275,0,-0.650418937,75.5769043,5
18/07/24 0:31,280,0,-0.720565796,75.5577774,5
18/07/24 0:31,285,0,-0.409692615,75.53865814,5
18/07/24 0:31,290,0,-0.325606883,75.51953125,5
