Time,PV,OP,SP,ts
0,47.7411,58.6746,50.08414598108748,1.0
1,47.5946,58.5524,50.08414598108748,1.0
2,47.5702,58.5242,50.08414598108748,1.0
3,47.5214,58.467,50.08414598108748,1.0
4,47.5214,58.467,50.08414598108748,1.0
5,47.4969,58.4151,50.08414598108748,1.0
6,47.4481,58.3565,50.08414598108748,1.0
7,47.4481,58.3565,50.08414598108748,1.0
8,47.3993,58.2971,50.08414598108748,1.0
9,47.3748,58.2432,50.08414598108748,1.0
10,47.3748,58.2432,50.08414598108748,1.0
11,47.3504,58.2129,50.08414598108748,1.0
12,47.326,58.1581,50.08414598108748,1.0
13,47.3016,58.1027,50.08414598108748,1.0
14,47.3016,58.1027,50.08414598108748,1.0
15,47.2772,58.047,50.08414598108748,1.0
16,47.2772,57.997,50.08414598108748,1.0
17,47.2772,57.997,50.08414598108748,1.0
18,47.2527,57.9659,50.08414598108748,1.0
19,47.2283,57.9093,50.08414598108748,1.0
20,47.2283,57.8585,50.08414598108748,1.0
21,47.2283,57.8585,50.08414598108748,1.0
22,47.1795,57.795,50.08414598108748,1.0
23,47.2039,57.7497,50.08414598108748,1.0
24,47.2039,57.7497,50.08414598108748,1.0
25,47.1795,57.6918,50.08414598108748,1.0
26,47.1795,57.666,50.08414598108748,1.0
27,47.1795,57.666,50.08414598108748,1.0
28,47.1551,57.6078,50.08414598108748,1.0
29,47.1306,57.5494,50.08414598108748,1.0
30,47.1551,57.503,50.08414598108748,1.0
31,47.1551,57.503,50.08414598108748,1.0
32,47.1551,57.4507,50.08414598108748,1.0
33,47.1551,57.4246,50.08414598108748,1.0
34,47.1551,57.4246,50.08414598108748,1.0
35,47.1551,57.3722,50.08414598108748,1.0
36,47.1306,57.3138,50.08414598108748,1.0
37,47.1306,57.3138,50.08414598108748,1.0
38,47.1551,57.2674,50.08414598108748,1.0
39,47.1551,57.215,50.08414598108748,1.0
40,47.1795,57.1693,50.08414598108748,1.0
41,47.1795,57.1693,50.08414598108748,1.0
42,47.2039,57.1497,50.08414598108748,1.0
43,47.2283,57.1049,50.08414598108748,1.0
44,47.2283,57.1049,50.08414598108748,1.0
45,47.2772,57.0667,50.08414598108748,1.0
46,47.3016,57.023,50.08414598108748,1.0
47,47.326,56.9802,50.08414598108748,1.0
48,47.326,56.9802,50.08414598108748,1.0
49,47.3748,56.9681,50.08414598108748,1.0
50,47.3993,56.9264,50.08414598108748,1.0
51,47.3993,56.9264,50.08414598108748,1.0
52,47.4481,56.8914,50.08414598108748,1.0
53,47.4725,56.8511,50.08414598108748,1.0
54,47.4725,56.8511,50.08414598108748,1.0
55,47.4969,56.8112,50.08414598108748,1.0
56,47.5702,56.7842,50.08414598108748,1.0
57,47.5702,56.7619,50.08414598108748,1.0
58,47.5702,56.7619,50.08414598108748,1.0
59,47.619,56.73,50.08414598108748,1.0
60,47.6923,56.7052,50.08414598108748,1.0
61,47.6923,56.7052,50.08414598108748,1.0
62,47.7411,56.6758,50.08414598108748,1.0
63,47.8144,56.6535,50.08414598108748,1.0
64,47.8144,56.6535,50.08414598108748,1.0
65,47.8388,56.6397,50.08414598108748,1.0
66,47.9121,56.6189,50.08414598108748,1.0
67,47.9365,56.5869,50.08414598108748,1.0
68,47.9365,56.5869,50.08414598108748,1.0
69,48.0098,56.5681,50.08414598108748,1.0
70,48.1074,56.5567,50.08414598108748,1.0
71,48.1074,56.5567,50.08414598108748,1.0
72,48.1563,56.5347,50.08414598108748,1.0
73,48.2295,56.5364,50.08414598108748,1.0
74,48.2784,56.5164,50.08414598108748,1.0
75,48.2784,56.5164,50.08414598108748,1.0
76,48.3517,56.504,50.08414598108748,1.0
77,48.4493,56.4991,50.08414598108748,1.0
78,48.4493,56.4991,50.08414598108748,1.0
79,48.5226,56.4895,50.08414598108748,1.0
80,48.5714,56.4884,50.08414598108748,1.0
81,48.5714,56.4884,50.08414598108748,1.0
82,48.6447,56.4811,50.08414598108748,1.0
83,48.7179,56.4753,50.08414598108748,1.0
84,48.8156,56.4771,50.08414598108748,1.0
85,48.8156,56.4771,50.08414598108748,1.0
86,48.8889,56.4743,50.08414598108748,1.0
87,48.9866,56.4795,50.08414598108748,1.0
88,48.9866,56.4795,50.08414598108748,1.0
89,49.0354,56.4826,50.08414598108748,1.0
90,49.1087,56.484,50.08414598108748,1.0
91,49.1087,56.484,50.08414598108748,1.0
92,49.1819,56.4866,50.08414598108748,1.0
93,49.2552,56.4904,50.08414598108748,1.0
94,49.3284,56.4959,50.08414598108748,1.0
95,49.3284,56.4959,50.08414598108748,1.0
96,49.3773,56.5022,50.08414598108748,1.0
97,49.475,56.5161,50.08414598108748,1.0
98,49.475,56.5161,50.08414598108748,1.0
99,49.5727,56.5317,50.08414598108748,1.0
100,49.6459,56.5428,50.08414598108748,1.0
101,49.6459,56.5428,50.08414598108748,1.0
102,49.7192,56.5554,50.08414598108748,1.0
103,49.8168,56.5756,50.08414598108748,1.0
104,49.8413,56.5801,50.08414598108748,1.0
105,49.8413,56.5801,50.08414598108748,1.0
106,49.9389,56.6025,50.08414598108748,1.0
107,50.0366,56.6267,50.08414598108748,1.0
108,50.0366,56.6267,50.08414598108748,1.0
109,50.1099,56.6462,50.08414598108748,1.0
110,50.2076,56.6736,50.08414598108748,1.0
111,50.2564,56.6879,50.08414598108748,1.0
112,50.2564,56.6879,50.08414598108748,1.0
113,50.3541,56.7179,50.08414598108748,1.0
114,50.4518,56.7497,50.08414598108748,1.0
115,50.4518,56.7497,50.08414598108748,1.0
116,50.525,56.7769,50.08414598108748,1.0
117,50.5983,56.8054,50.08414598108748,1.0
118,50.5983,56.8054,50.08414598108748,1.0
119,50.696,56.8417,50.08414598108748,1.0
120,50.7204,56.8543,50.08414598108748,1.0
121,50.7937,56.8866,50.08414598108748,1.0
122,50.7937,56.8866,50.08414598108748,1.0
123,50.9158,56.9327,50.08414598108748,1.0
124,50.989,56.9683,50.08414598108748,1.0
125,50.989,56.9683,50.08414598108748,1.0
126,51.0623,57.0053,50.08414598108748,1.0
127,51.1111,57.0275,50.08414598108748,1.0
128,51.1111,57.0275,50.08414598108748,1.0
129,51.1844,57.067,50.08414598108748,1.0
130,51.2821,57.114,50.08414598108748,1.0
131,51.3553,57.1566,50.08414598108748,1.0
132,51.3553,57.1566,50.08414598108748,1.0
133,51.453,57.207,50.08414598108748,1.0
134,51.5507,57.2589,50.08414598108748,1.0
135,51.5507,57.2589,50.08414598108748,1.0
136,51.5751,57.2794,50.08414598108748,1.0
137,51.6728,57.3336,50.08414598108748,1.0
138,51.7705,57.3893,50.08414598108748,1.0
139,51.7705,57.3893,50.08414598108748,1.0
140,51.8193,57.4347,50.08414598108748,1.0
141,51.917,57.4936,50.08414598108748,1.0
