Time,PV,OP,SP,ts
0,44.48935958008519,54.91850973213626,45,1.0
1,47.038583660959226,57.377151509583946,45,1.0
2,48.80759615354292,58.9384931860409,45,1.0
3,51.45095962191467,60.85841082520666,45,1.0
4,53.54372000284562,64.63908050584166,45,1.0
5,55.392195100914186,67.1918325985681,45,1.0
6,57.64407374130588,69.89434530526803,45,1.0
7,56.82527225742822,69.86239162380147,45,1.0
8,56.00291471772026,69.684640152911,45,1.0
9,54.12705259742699,68.30440106574889,45,1.0
10,51.37479091545782,65.97041642127225,45,1.0
11,48.60179018973868,63.50269841993478,45,1.0
12,46.87399963044648,61.405299537617616,45,1.0
13,43.97994718240601,58.82802914234906,45,1.0
14,42.27678398877372,57.13800978081163,45,1.0
15,42.71042097350532,57.14481105349419,45,1.0
16,42.46973537061193,57.15639983478037,45,1.0
17,42.89379222547027,57.47915521071064,45,1.0
18,44.59654337633675,59.26386552651275,45,1.0
19,48.57994593653183,62.881054679377584,45,1.0
20,51.35799315944973,66.00999454627963,45,1.0
21,54.308618414309805,69.2122934658187,45,1.0
22,55.98126845525879,71.43930234231522,45,1.0
23,57.94581767973153,74.01208167816327,45,1.0
24,58.056882913138125,74.99690381884588,45,1.0
25,57.29757661804381,74.38116468788955,45,1.0
26,53.75272930431575,71.87745662889522,45,1.0
27,50.10399131418473,68.50042779427933,45,1.0
28,46.457374278307086,65.18359121299298,45,1.0
29,43.44512670551255,61.96540032420467,45,1.0
30,41.31473752025839,59.93496714656027,45,1.0
31,39.31953633316012,57.406706395125305,45,1.0
32,38.11521483027026,56.2627853798866,45,1.0
33,38.92870075105977,56.25746538355919,45,1.0
34,40.49522475945911,57.69549946412008,45,1.0
35,41.83575018671535,58.672498489433245,45,1.0
36,44.237264950381366,60.986029521113366,45,1.0
37,47.114861320393885,63.750690589296745,45,1.0
38,48.28182489780357,65.1923106878395,45,1.0
39,49.9086459513612,67.09325665981518,45,1.0
40,51.25023685923626,68.67828377663487,45,1.0
41,51.14305290673679,69.29350115256736,45,1.0
42,49.03592731545571,67.52926861559418,45,1.0
43,46.06856115814402,64.64316416639359,45,1.0
44,43.27249720211114,61.54690002589261,45,1.0
45,41.42969731601454,59.47359719100709,45,1.0
46,37.56546546934801,55.46386520224412,45,1.0
47,35.060591898541865,52.59119786193716,45,1.0
48,34.30929849956193,51.17019944108089,45,1.0
49,32.74636517991335,49.31045601522796,45,1.0
50,34.06064720977812,49.84901803708826,45,1.0
51,36.58689569781799,51.73339611827595,45,1.0
52,37.3490988436605,52.33715050923169,45,1.0
53,41.14518036424077,55.67626469754431,45,1.0
54,42.88180357865204,57.752314399892256,45,1.0
55,45.75163686392022,60.1337831508922,45,1.0
56,48.25889701887756,62.74005317283118,45,1.0
57,50.60160098698067,65.19730419585004,45,1.0
58,50.238314984849545,64.97329706409988,45,1.0
59,48.02102793980709,63.424317366516846,45,1.0
60,44.87643328834912,60.33812220367231,45,1.0
61,42.049167152224285,57.51559907899107,45,1.0
62,39.7420209754941,55.02097157852303,45,1.0
63,37.44535671226234,53.57565538611502,45,1.0
64,35.58725618364457,48.714798326378045,45,1.0
65,34.63769677200365,48.07279985153127,45,1.0
66,34.29814878344555,49.18259655315667,45,1.0
67,35.71711580705127,48.64355030890845,45,1.0
68,37.54277178199168,50.392798007157424,45,1.0
69,40.885389972285225,52.8805407524059,45,1.0
70,42.99023306624268,54.84176724802427,45,1.0
71,44.13478253647911,56.06302699376128,45,1.0
72,45.65696927937596,57.93873609957254,45,1.0
73,47.58245729094361,59.69803246905396,45,1.0
74,48.11047483262836,60.3015832786808,45,1.0
75,46.976721156125485,59.58049052060535,45,1.0
76,45.32281967757722,57.927152291976284,45,1.0
77,42.32632494215726,54.73222481081745,45,1.0
78,40.03281610541123,52.46938245652187,45,1.0
79,38.06755094790469,49.98096879087643,45,1.0
80,35.98439978557672,47.601598407406414,45,1.0
81,36.20113804579063,47.20982655937283,45,1.0
82,34.102501076277,44.94530096218263,45,1.0
83,34.42870231420882,44.720701110641215,45,1.0
84,37.2850325077637,46.78732299733491,45,1.0
85,38.51904051878489,47.7091224639352,45,1.0
86,41.34685547334207,50.34185426106546,45,1.0
87,43.53022734583885,52.47611001009927,45,1.0
88,46.84898863431694,55.57906090928651,45,1.0
89,48.46880066415377,57.455102290075466,45,1.0
90,50.66482422643881,59.73680086542794,45,1.0
91,50.10960864653096,59.674324649616615,45,1.0
92,48.87153019633175,58.54020980693595,45,1.0
93,47.43469996228127,57.33755395166834,45,1.0
94,43.73240950630528,53.925964438806886,45,1.0
95,41.713694438483294,51.74245586293952,45,1.0
96,39.08498634227633,48.87644861636465,45,1.0
97,37.19406204667123,46.55261467928133,45,1.0
98,37.45853876752391,46.46687555784751,45,1.0
99,36.76674604915653,45.28301530186464,45,1.0
100,39.2745609884537,47.11162848365951,45,1.0
101,40.33840028794442,48.22822982082384,45,1.0
102,43.33210857006221,50.72350059621532,45,1.0
103,45.20057350793954,52.24991370697403,45,1.0
104,45.913081024764274,53.71635444846581,45,1.0
105,49.074224742978814,56.64564161025642,45,1.0
106,51.243726249435376,59.33253768775612,45,1.0
107,50.84161737720983,59.15614487139796,45,1.0
108,49.94853938679699,58.61623122609232,45,1.0
109,49.32119188853761,58.47726748942115,45,1.0
110,47.90413235352506,57.23538180296029,45,1.0
111,46.83672134944969,55.92410530445136,45,1.0
112,42.814583045811496,52.165137879284025,45,1.0
113,41.90062728998888,51.10570206933022,45,1.0
114,39.480986702961125,48.65821791360218,45,1.0
115,39.64444468970579,48.29093520532687,45,1.0
116,40.26652731593197,48.49065398796694,45,1.0
117,42.00461185067291,50.02122005127265,45,1.0
118,43.91379699929643,51.7450325858368,45,1.0
119,46.02008014563177,54.022917618971086,45,1.0
120,48.40864018341443,56.54727835854094,45,1.0
121,50.96842062801858,58.80158299527127,45,1.0
122,52.4594485684885,60.75918572236767,45,1.0
123,53.86842742916502,61.57325800597141,45,1.0
124,53.94632434844971,63.36770153045654,45,1.0
125,52.99645327745338,62.75242175337194,45,1.0
126,52.657494848584776,62.63561837580742,45,1.0
127,51.55386371577725,62.25736817949514,45,1.0
128,49.08691813021795,60.065072769333135,45,1.0
129,46.27195271144897,57.42625110755986,45,1.0
130,43.8874742446091,54.80153775045042,45,1.0
131,42.70359894135086,53.46830793136935,45,1.0
132,41.44709752323293,51.90476517219419,45,1.0
133,41.70861137468215,51.97636549939178,45,1.0
134,42.36892526818862,52.66157012866982,45,1.0
135,43.43405402072624,53.528976983735646,45,1.0
136,46.15915095841044,56.26855020953838,45,1.0
137,48.87474193376563,58.97505999113129,45,1.0
138,51.913113749692016,62.1905189231581,45,1.0
139,54.44064162453462,65.30120219859717,45,1.0
140,54.86937684899796,66.11962648665055,45,1.0
141,54.530279834672186,66.48095252087971,45,1.0
142,55.581460303939565,67.82110009696413,45,1.0
143,54.5268809555912,67.25480038769506,45,1.0
144,51.76497332239233,65.14826055949067,45,1.0
145,47.62699879575572,61.11819837834694,45,1.0
146,45.354338419787865,59.09756374688398,45,1.0
147,42.14657371290056,55.89322483077644,45,1.0
148,40.42548324508427,54.32356323138104,45,1.0
149,40.39733602409345,53.223916378954726,45,1.0
150,39.98005653776968,52.90477268685806,45,1.0
151,41.46092651312066,54.08133927695084,45,1.0
152,43.25213287244415,55.57753740197919,45,1.0
153,45.30059668145793,57.60409731471636,45,1.0
154,48.22847120195906,60.574561332098426,45,1.0
155,50.26758246854794,62.64503088784324,45,1.0
156,52.35262237499374,65.30927933279197,45,1.0
157,54.373635364467376,67.63013508918226,45,1.0
158,54.74550765689113,68.5154517059493,45,1.0
159,51.22252953962773,65.71382245723403,45,1.0
160,49.083234599065385,63.8388398949743,45,1.0
161,47.01858058154178,61.88127165463613,45,1.0
162,44.324812120962896,59.26578534390375,45,1.0
163,41.88638739759685,56.73653192867741,45,1.0
164,38.95510120227705,53.62210116401565,45,1.0
165,38.28037240077059,52.33999073527605,45,1.0
166,37.34318523805314,51.23551806554477,45,1.0
167,38.61376307354788,52.04537964216053,45,1.0
168,39.80605737109023,52.98995572154819,45,1.0
169,41.149295172550616,54.185716048871534,45,1.0
170,44.40877985801131,57.13693957018731,45,1.0
171,47.37501135049135,59.66766722083182,45,1.0
172,49.50558416965108,62.42728211349892,45,1.0
173,49.91729707571864,63.22298879094907,45,1.0
174,49.74875060316679,63.35304994058303,45,1.0
175,51.31814301780175,64.95411445527917,45,1.0
176,49.93149473311577,64.10153771830109,45,1.0
177,47.73658255422916,62.364088717018845,45,1.0
178,45.29822215773556,59.903074953219495,45,1.0
179,43.69687277091536,57.986391190339255,45,1.0
180,40.66635237000408,55.1799719252116,45,1.0
181,37.953235482020666,51.93736622255104,45,1.0
182,37.23470709619146,50.59978105088054,45,1.0
183,37.82467418969954,51.02836122559662,45,1.0
184,37.96051431260302,50.88313537937109,45,1.0
185,39.63211256524057,52.16476959461271,45,1.0
186,42.33821681376792,54.587680289163615,45,1.0
187,44.13940053210313,56.64702822240744,45,1.0
188,45.41512706746839,58.07525630385951,45,1.0
189,48.1425519868,60.57570231724125,45,1.0
190,50.85359171488549,63.58412928424571,45,1.0
191,51.32307568709213,64.37804762152524,45,1.0
192,51.46677726852002,64.59747810031023,45,1.0
193,49.96776488322468,63.657389873551736,45,1.0
194,49.47338095208671,63.55374375888054,45,1.0
195,47.42992634563926,61.67869802992549,45,1.0
196,43.81135010599473,58.05294880762761,45,1.0
197,42.36069994318549,56.1718660253345,45,1.0
198,39.27065446238098,53.47314877860492,45,1.0
199,38.59425224719968,52.10350239949387,45,1.0
