,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
1,1.0,1.0,0.19356450597960417,0.8781377699875353,0.011255261436351206,0.938447895376583,0.4039537353558611,0.10983434004636683,0.05361112829060453,0.913472520054007,0.1133769203563683,0.8800749650986525,0.06534531998507086,0.8781377699875358,0.0996312213346725,0.043009556439980307,0.043009556439980307,0.21032784448932493,0.1146110284823095,0.0011000581414172005,0.10305889548473549,0.03518782436189847,0.016603439681402963,0.030817789089958542,0.11209154218210608,0.01799669088272558,0.08503901427948464,0.002534563878551004,0.11461102848230993,0.053968800873674005
2,1.0,1.0,0.19356450597960417,0.8781377699875351,0.011255261436351215,0.9384478953765829,0.4039537353558612,0.10983434004636683,0.05361112829060451,0.913472520054007,0.1133769203563683,0.8800749650986525,0.06534531998507087,0.8781377699875357,0.0996312213346725,0.043009556439980307,0.043009556439980307,0.21032784448932493,0.11461102848230953,0.0011000581414172016,0.10305889548473547,0.03518782436189847,0.01660343968140297,0.030817789089958542,0.11209154218210608,0.017996690882725586,0.08503901427948464,0.0025345638785510037,0.11461102848230993,0.053968800873674005
3,0.19356450597960417,0.19356450597960417,1.0,0.24513404219990714,0.0031432409836927404,0.23188056667041915,0.07453428348423342,0.38642071602237404,0.4891083212240876,0.24254946190148324,0.3940992919780372,0.23550368590485826,0.014437222024768845,0.2451340421999075,0.28193482216964716,0.2524848066624466,0.25248480666244655,0.5867326299624559,0.3539126791262067,0.0024840921628056776,0.3746029404185276,0.054267916892905214,0.2550240879655306,0.3928445455232983,0.3832460231674121,0.2586209055810498,0.27372533745328714,0.0058388703950089296,0.35391267912620683,0.12339556937782266
4,0.8781377699875353,0.8781377699875351,0.24513404219990714,1.0,0.011811920090699861,0.9719402890946344,0.3491452680660897,0.07093512935721541,0.15038501611195823,0.9840333569624482,0.07601862965405402,0.9996008702222796,0.0008048459622548126,0.9999999999999989,0.116307949117481,0.04443602379657056,0.04443602379657056,0.2712115876873682,0.1416317729268272,0.0089250690711199,0.11902220466251133,0.0313488785537956,0.018206498201154546,0.16459368337181415,0.06571322774061183,0.016077306245929575,0.1817277726296751,0.0012796188782542208,0.1416317729268272,0.05672165650012804
5,0.011255261436351206,0.011255261436351215,0.0031432409836927404,0.011811920090699861,1.0,0.017660680892259258,0.5687045557113886,0.0029930796580496188,0.004252630993931712,0.008943771426904414,0.00834269286028867,0.013016836367432984,0.43794574031908373,0.01181192009069986,0.0015506616808728417,0.0014422990047799587,0.0014422990047799553,0.004256199260428445,0.01245858539189197,0.1055786705908737,0.009233962748590332,0.04113995990484781,0.02573653884464858,0.005915291834305466,0.009874520280631415,0.011448467225310776,0.01694156273243038,0.035314960703352494,0.012458585391891975,0.0004929003645632546
6,0.938447895376583,0.9384478953765829,0.23188056667041915,0.9719402890946344,0.017660680892259258,1.0,0.3678252774400453,0.09926564287368071,0.1157907610389039,0.9679724990956619,0.10386702382953823,0.9727017578159004,0.0031080079307787335,0.9719402890946335,0.10622955807133307,0.04519088703663556,0.04519088703663556,0.25418606806167626,0.027738736898275794,0.00269986155844528,0.021666458576775426,0.0040252415542455875,0.0034771031301187565,0.11411616473883025,0.013580866188998503,0.005653350396290761,0.060992625967329496,0.007132404866582069,0.02773873689827536,0.05117165008054034
7,0.4039537353558611,0.4039537353558612,0.07453428348423342,0.3491452680660897,0.5687045557113886,0.3678252774400453,1.0,0.054249327922007866,0.019222870534286066,0.37204646896996835,0.05587972656551233,0.34981147919529326,0.23465524475930333,0.34914526806608925,0.04040561860219511,0.02234812629729864,0.022348126297298643,0.08453867546476349,0.04621178192941256,0.018278636465960344,0.041027968134283464,0.05625759548018077,0.02637456140182171,0.002804672780326004,0.05087179245904804,0.020235193723145844,0.03105165406966103,0.01043409660075809,0.04621178192941261,0.021427410076985894
8,0.10983434004636683,0.10983434004636683,0.38642071602237404,0.07093512935721541,0.0029930796580496188,0.09926564287368071,0.054249327922007866,1.0,0.527571955137809,0.06300067545353998,0.982885781096212,0.0629519137273711,0.0174871275136394,0.07093512935721548,0.15208208754869423,0.163022067910423,0.16302206791042298,0.08473323063585271,0.0014120605380186927,0.004683931961201283,0.014697497796779459,0.07189182604730023,0.6321009901592637,0.23591479661372025,0.025850914726137982,0.6245160147165006,0.07257461187899912,0.0096715469861776,0.0014120605380191,0.14162342308364217
9,0.05361112829060453,0.05361112829060451,0.4891083212240876,0.15038501611195823,0.004252630993931712,0.1157907610389039,0.019222870534286066,0.527571955137809,1.0,0.11943042896774039,0.5376636332845898,0.1419808542942147,0.0158830951309089,0.15038501611195854,0.28645899644902006,0.2228014991484422,0.22280149914844222,0.22306927400922488,0.3707430468863021,0.0026801884247178204,0.3716021545645457,0.06065870776558001,0.4022087815737204,0.6308753094435783,0.2077054721157702,0.4004558879206277,0.293142020978622,0.026512022697608082,0.3707430468863019,0.19495220727533608
10,0.913472520054007,0.913472520054007,0.24254946190148324,0.9840333569624482,0.008943771426904414,0.9679724990956619,0.37204646896996835,0.06300067545353998,0.11943042896774039,1.0,0.06800167338207273,0.9833823083056584,0.049638744269664976,0.984033356962447,0.12184502317332228,0.04707303145076484,0.04707303145076486,0.2693771491270894,0.10731321506207,0.011220023923338068,0.09087162075669943,0.011319212973081492,0.022775352858705005,0.1323840640996306,0.053419299853152295,0.02069471048936544,0.14752497793907396,0.0016952190385650372,0.10731321506206969,0.059927343843637564
