,1,3,4,5,7,8,9,13,15,16,18,19,20,22,23,24,25,28,30
1,1.0,0.19356450597960417,0.8781377699875353,0.011255261436351206,0.4039537353558611,0.10983434004636683,0.05361112829060453,0.06534531998507086,0.0996312213346725,0.043009556439980307,0.21032784448932493,0.1146110284823095,0.0011000581414172005,0.03518782436189847,0.016603439681402963,0.030817789089958542,0.11209154218210608,0.002534563878551004,0.053968800873674005
3,0.19356450597960417,1.0,0.24513404219990714,0.0031432409836927404,0.07453428348423342,0.38642071602237404,0.4891083212240876,0.014437222024768845,0.28193482216964716,0.2524848066624466,0.5867326299624559,0.3539126791262067,0.0024840921628056776,0.054267916892905214,0.2550240879655306,0.3928445455232983,0.3832460231674121,0.0058388703950089296,0.12339556937782266
4,0.8781377699875353,0.24513404219990714,1.0,0.011811920090699861,0.3491452680660897,0.07093512935721541,0.15038501611195823,0.0008048459622548126,0.116307949117481,0.04443602379657056,0.2712115876873682,0.1416317729268272,0.0089250690711199,0.0313488785537956,0.018206498201154546,0.16459368337181415,0.06571322774061183,0.0012796188782542208,0.05672165650012804
5,0.011255261436351206,0.0031432409836927404,0.011811920090699861,1.0,0.5687045557113886,0.0029930796580496188,0.004252630993931712,0.43794574031908373,0.0015506616808728417,0.0014422990047799587,0.004256199260428445,0.01245858539189197,0.1055786705908737,0.04113995990484781,0.02573653884464858,0.005915291834305466,0.009874520280631415,0.035314960703352494,0.0004929003645632546
7,0.4039537353558611,0.07453428348423342,0.3491452680660897,0.5687045557113886,1.0,0.054249327922007866,0.019222870534286066,0.23465524475930333,0.04040561860219511,0.02234812629729864,0.08453867546476349,0.04621178192941256,0.018278636465960344,0.05625759548018077,0.02637456140182171,0.002804672780326004,0.05087179245904804,0.01043409660075809,0.021427410076985894
8,0.10983434004636683,0.38642071602237404,0.07093512935721541,0.0029930796580496188,0.054249327922007866,1.0,0.527571955137809,0.0174871275136394,0.15208208754869423,0.163022067910423,0.08473323063585271,0.0014120605380186927,0.004683931961201283,0.07189182604730023,0.6321009901592637,0.23591479661372025,0.025850914726137982,0.0096715469861776,0.14162342308364217
9,0.05361112829060453,0.4891083212240876,0.15038501611195823,0.004252630993931712,0.019222870534286066,0.527571955137809,1.0,0.0158830951309089,0.28645899644902006,0.2228014991484422,0.22306927400922488,0.3707430468863021,0.0026801884247178204,0.06065870776558001,0.4022087815737204,0.6308753094435783,0.2077054721157702,0.026512022697608082,0.19495220727533608
13,0.06534531998507086,0.014437222024768845,0.0008048459622548126,0.43794574031908373,0.23465524475930333,0.0174871275136394,0.0158830951309089,1.0,0.007476121546166016,0.0030596102222313227,0.015714071543586526,0.005506323044472069,0.03227547181422079,0.022705980215541603,0.04184234925341597,0.037599110545133894,0.002002107175053217,0.0828207054974887,0.0050164538406815016
15,0.0996312213346725,0.28193482216964716,0.116307949117481,0.0015506616808728417,0.04040561860219511,0.15208208754869423,0.28645899644902006,0.007476121546166016,1.0,0.15631074886566618,0.21932241076298065,0.2998180659206583,0.01161036111109127,0.04870237143007157,0.14976984707085794,0.27979624185864366,0.18812891626328526,0.024907247426296446,0.402022173080756
